layer,block_size,target_sparsity,mask_type,local_blocks,landmark_method,num_landmarks,score_method,local_budget_overflow_rate,oracle_gap_mass,oracle_gap_l2,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,kept_attention_mass_p50,kept_attention_mass_p90,dropped_attention_mass_mean,output_l2_relative_mean,output_l2_relative_p90,output_cosine_mean,output_cosine_p10,prob_l1_mean,prob_kl_mean,token_mask_sparsity,quality_pass,strong_quality_pass
12,16,0.5,aglr_adaptive_m0.95,2,mean_plus_max_norm,2,max,0.9933035714285714,0.12195855379104614,0.2439480498433113,0.4201839826839827,0.5798160173160173,0.8031340837478638,0.8652864694595337,0.9996546506881714,0.19686590135097504,0.3356057107448578,0.9530560374259949,0.9784916639328003,0.9552397727966309,0.3937317728996277,4.8047637939453125,0.7156808035714286,False,False
12,16,0.5,aglr_adaptive_m0.95,1,mean_plus_max_norm,2,hybrid,0.9888392857142857,0.14656412601470947,0.3063072934746742,0.42600108225108224,0.5739989177489178,0.7785285115242004,0.8487015962600708,0.9992696642875671,0.22147151827812195,0.3979649543762207,1.129170298576355,0.9677924513816833,0.9347079992294312,0.4429430365562439,5.421827793121338,0.7186802455357143,False,False
12,16,0.5,aglr_adaptive_m0.95,2,mean_plus_max_norm,2,hybrid,1.0,0.1225242018699646,0.2426743283867836,0.4185606060606061,0.5814393939393939,0.8025684356689453,0.8675073385238647,0.9996502995491028,0.1974315494298935,0.3343319892883301,0.9496930241584778,0.9790406823158264,0.9569554924964905,0.3948631286621094,4.8189215660095215,0.71484375,False,False
12,16,0.5,aglr_adaptive_m0.95,1,mean_plus_topk_norm,2,max,0.9799107142857143,0.13397538661956787,0.2867552116513252,0.4281655844155844,0.5718344155844156,0.791117250919342,0.8758450746536255,0.9989556074142456,0.20888271927833557,0.3784128725528717,1.1200531721115112,0.967654824256897,0.9391112923622131,0.41776543855667114,5.100858211517334,0.7197963169642857,False,False
12,16,0.5,aglr_adaptive_m0.95,2,mean_plus_topk_norm,2,max,1.0,0.10862380266189575,0.22000039368867874,0.4185606060606061,0.5814393939393939,0.8164688348770142,0.8943718671798706,0.9995176196098328,0.18353115022182465,0.3116580545902252,0.9305458068847656,0.9794645309448242,0.9596850872039795,0.3670623004436493,4.46396541595459,0.71484375,False,False
12,16,0.5,aglr_adaptive_m0.95,1,mean_plus_topk_norm,2,hybrid,0.9955357142857143,0.13609451055526733,0.29469040781259537,0.42248376623376627,0.5775162337662337,0.7889981269836426,0.8734275102615356,0.9991021752357483,0.21100187301635742,0.38634806871414185,1.1561979055404663,0.9671280980110168,0.9355999827384949,0.42200374603271484,5.164084434509277,0.7168666294642857,False,False
12,16,0.5,aglr_adaptive_m0.95,2,mean_plus_topk_norm,2,hybrid,1.0,0.11279565095901489,0.23050815612077713,0.4185606060606061,0.5814393939393939,0.812296986579895,0.8887700438499451,0.9995980858802795,0.18770292401313782,0.3221658170223236,0.9532514214515686,0.978751540184021,0.9583691358566284,0.37540584802627563,4.57578706741333,0.71484375,False,False
12,16,0.6,random,0,none,0,none,0.0,0.5159756541252136,0.6069434955716133,0.6025432900432901,0.39745670995670995,0.3806295394897461,0.32654428482055664,0.8722415566444397,0.6193704605102539,0.7279216051101685,1.2439311742782593,0.7113327980041504,0.044100914150476456,1.180705189704895,15.13340950012207,0.8009469168526786,False,False
12,16,0.6,mean_pooled_score,0,none,0,none,0.0,0.24805957078933716,0.41193629056215286,0.6363636363636364,0.36363636363636365,0.6485456228256226,0.7012687921524048,0.9897204637527466,0.35145440697669983,0.532914400100708,1.1883699893951416,0.9019126296043396,0.7643741965293884,0.6404088139533997,8.575288772583008,0.8253173828125,False,False
12,16,0.6,oracle_block_mass,0,none,0,none,0.0,0.0,0.0,0.5757575757575757,0.42424242424242425,0.8966051936149597,0.9367460012435913,0.999133825302124,0.10339484363794327,0.12097810953855515,0.32664862275123596,0.9825754165649414,0.9597454071044922,0.20678968727588654,2.221113920211792,0.7932172502790178,False,False
12,16,0.6,local_window,0,none,0,none,0.0,0.059409379959106445,0.14228910952806473,0.3977272727272727,0.6022727272727273,0.8371958136558533,0.9180500507354736,1.0,0.16280415654182434,0.2632672190666199,0.8145266175270081,0.9923604130744934,0.9806209802627563,0.3256083130836487,3.9987053871154785,0.7041015625,False,False
12,16,0.6,landmark,0,mean_plus_max_norm,2,max,0.0,0.16277742385864258,0.32691267877817154,0.5757575757575757,0.42424242424242425,0.7338277697563171,0.7788143157958984,0.9975943565368652,0.2661721408367157,0.4478907883167267,1.1204521656036377,0.9686287045478821,0.9278846979141235,0.5323442816734314,6.447478771209717,0.795440673828125,False,False
12,16,0.6,landmark,0,mean_plus_max_norm,2,hybrid,0.0,0.161854088306427,0.32069510966539383,0.5757575757575757,0.42424242424242425,0.7347511053085327,0.7802823781967163,0.9974600672721863,0.26524895429611206,0.441673219203949,1.1143240928649902,0.9704456925392151,0.9298542141914368,0.5304979085922241,6.4203362464904785,0.7955060686383928,False,False
